COMMON,,
50019,Compiled document {0} not found in file storage,Document which has been compiled has not found in the file storage. Try to regenerate document
50020,Label {0} not found,Label with particular UUID has not found
50021,Envelope attachment field not found in document {0},External document attachment is not found in the document. Please check your request upload document and send again
50022,Duplicated field name: {0},"Name of the fields are duplicated. Please change the name of the field, because duplicated name if forbidden"
50023,Table should have at least one row,Table should have at least on row
50024,Signature made with not a stamp key,"It's impossible to set stamp on the document without stamp key. To set stamp please use key with stamp option"
50025,"Attachment '{0}' is not in {1} format","Attachment can't be uploaded because of the wrong file format. Please use one of the allowed format from the list"
50026,Total envelope attachments size exceeded allowed,Attachments size uploaded to the envelope is exceeded allowed size value
50027,Duplicated attachment ids: {0},Attahcment IDs are duplicated in the document. Attachment IDs should be unique
50028,Lookup source not found,Source of the lookup field has not found. Please check that dictionary or value in the dictionary still available
50029,"Lookup value doesn't match","Value of the lookup field in request doesn't match to value in the dictionary. Please check your request, compare with dictionary and send again"
50030,"Invalid value '{0}' for number value of field '{1}'",Invalid format of value has been entered to the number field. Number field accepts only numeric values
50031,There is no need to sign the document {0},"There is no signature for particular mailbox or it's not turn of this mailbox for signing"
50032,"Attachment '{0}' wrong attachment id",Attachment field has incorrect attachment id. Please check correctness of the attachment id
50033,"Attachment '{0}' exceeded max size: {1} > {2}",Attachment file size is bigger than limit for upload. Please pay attention to max size on the error code and try to upload file with less size.
50034,"Attachment '{0}' file type mismatch","Attachment file type is not correspond to allowed file types. Allowed file types: pdf, doc, docx, xls, xlsx, xml, dbf, txt, rtf, png, jpg, jpeg, zip. Allowed file types can be minimized according to field settings in template."
50035,"Can't calculate file hash","Application can't calculate hash of the file you sent"
50036,"Can't archive envelope in not final status: {0}","It's impossible to archive envelope if it's not in final status, such as COMPLETED, CANCELLED or EXPIRED"
50037,"Bad base64 value of field '{0}'","Binary file is valid, please check that file you try to send in base64 format."
50038,"Expected '{0}' image type for field '{1}'",Image type format is incorrect. Please pay attention to the file format in error code and use respective file format to this field.
50039,Maximum expected image size is {0} x {1},"Image size doesn't correspond to maximum values of the image size. Please use image with size less than maximum values. Maximum values of size you can watch on error message."
50040,E-ink is not filled properly,"Image of the E-ink signature is not correct, please check that image has at least 15px of the painted area"
50041,Attachment {0} file not found,Attachment with entered UUID has not found. Please check correctness of the entered value
50042,File {0} was not found for envelope {1},File with entered UUID has not found in the entered envelope. Please check correctness of the entered values
50043,Duplicated lookups: {0},Lookups fields are duplicated in the document. Please set different name of the lookup fields
50044,Such label already exists,Label with respective name has already existed. Please use existing or create new with different name
50045,Found role without mailboxUuid defined,"One of the roles doesn't have mailbox UUID in data of the envelope"
50046,"Signature data not found for signature '{0}' at document '{1}'","Signature field doesn't have signature data, please check that you fill required signature field with valid data"
50047,Signers do not match,"PDF and text files are signed by different signers, please sign document by one signer and send request again"
50048,Signature data not found for source {0} in document {1},
50049,No active role for mailbox {0},"Mailbox UUID by which you're trying to send request doesn't have active role in particular envelope. Please wait for your turn."
50050,The envelope is in wrong status,"Envelope status is wrong for this action and can't be processed."
50051,Attachment is already used,Attachment with entered UUID has already used in this envelope
DICTIONARY,,
60001,Dictionary {0} not found,Dictionary with entered UUID has not found. Please check correctness of the entered data
60002,Dictionary name size exceeded maximum size,Dictionary name size is bigger than maximum allowed. Maximum allowed length of the dictionary name is 128 symbols.
60003,Dictionary description size exceeded maximum size,Dictionary description size is bigger than maximum allowed. Maximum allowed length of the dictionary description is 256 symbols.
60004,"Dictionary name can't be empty","Dictionary name is required and can't be empty. Please set dictionary name"
60005,Dictionary column not found,Dictionary column with entered UUID has not found in this dictionary
60006,Empty column UUID,Column UUID is required parameter for this request. Please enter column UUID to create valid request
60007,Dictionary column value not found,Dictionary column value with UUID in request is not found in the database. Please check correctness of your request
60008,Dictionary record {0} not found,Dictionary record with entered UUID has not found in this dictionary
60009,Dictionary {0} archived,Dictionary with entered UUID has been archived
60010,"Column value don't match","Value in the dictionary column and in the data of request you send doesn't match. Please check value in the dictionary."
60011,Empty custom value not allowed,"Custom value can't be empty for dictionary field. Please choose and send value from the dictionary or send your custom value."
60012,columnUuid is not set for template field,"Dictionary field on the template doesn't have column UUID of the dictionary. Please update template and clarify column UUID for dictionary field or remove dictionary field"
60013,dictionaryUuid is not set for template field,"Dictionary field on the template doesn't have dictionary UUID. Please update template and clarify dictionary UUID for dictionary field or remove dictionary field"
60014,Dictionary must be locked for processing,"Dictionary is locked for the updating. It can't be updated at this time. Dictionary updating can take some time."
60015,"Expected {0} values in each row, but got {1}","Value in the request doesn't correspond to value in the dictionary. Please check your request and send valida data"
60016,Dictionary record should contains column values,"Dictionary record doesn't contains column value in request. Please check your request, compare with documentation and send again"
60017,"Can't change dictionary access to official","Dictionary access level can't be changed to the official access level. Only system user can change access level to official"
60018,This file format is not supported yet,"Entered file format has not supported yes. Supported file formats: CSV, XLS"
60019,Dictionary is locked,"Dictionary is locked for updating. Updating can take some time. During updating process dictionary can't be changed"
60020,"Column name can't be empty","Column name is required and can't be empty. Please set column name"
60021,Column name size exceeded (64),Column name size is bigger than maximum allowed. Maximum allowed length of the column name is 64 symbols.
60022,Column order should be >= 0,"Column order can't be less or equal 0. Please enter positive value of the order"
60023,Column value size exceeded (256),Record value size is bigger than maximum allowed. Maximum allowed length of the record value is 256 symbols.
60024,Empty dictionary UUID,Required dictionary UUID parameter if empty in request. Please enter valid dictionary UUID
60025,"Dictionary '{0}' is not public","Dictionary access level isn't public and it can't be used. Please update dictionary access level to use it."
60026,"Can't delete last column","Dictionary should has at least one column. Last column can't be deleted from the dictionary."
INTEGRATION,,
80001,Integration rule {0} deleted,Integration rule with entered UUID has been deleted
80002,Integration rule {0} not found,Integration rule with entered UUID has not found or has not existed
80003,Integration not found for mailbox {0},Integration configuration has not found for entered mailbox UUID
80004,Name pattern generates empty filename,We can not generate a file name
80005,"templateUuid doesn't match versionUuid","Template UUID doesn't match template version UUID. Please compare template and version UUIDs"
80006,Protocol {0} not supported,"Entered protocol has not supported yet. Supported protocols: SFTP, FTPS, AS2, SOAP"
80007,Matching pattern source is required,Matching pattern source is required in this request
80008,Template Uuid is required,Tempalte UUID is required in this request
80009,Template version Uuid is required,Tempalte version UUID is required in this request
80010,Conversion rule is required,Conversion rule is required in this request
80011,Naming pattern rule is required,Naming pattern rule is required in this request
80012,Source is required,Source is required in this request
PERMISSIONS,,
90004,Guest user has no access to any mailbox,"User doesn't have access to any mailbox. Please add access to any mailbox or login by user who has accesses"
90005,"Can't do with system account","User doesn't have enough privileges to modify system data"
90006,"Can't do with system mailbox","User doesn't have enough privileges to modify system data"
90007,Mailbox has no access to label,"Mailbox doesn't have access to the label"
90008,No access to dictionary,Dictionary is inaccessible for you. Ask dictionary owner to update access level.
90009,No access to template,Tempalte is inaccessible for you. Ask template owner to update access level.
90010,No access to parent category,Parent category is inaccessible for you. Ask category owner to update access level.
90011,No access to category,Category is inaccessible for you. Ask category owner to update access level.
90012,No access to notification,Notification is inaccessible for you
90013,No access to mailbox {0},"User doesn't have access to this mailbox. Ask your system administrator to give permissions."
90014,No access to mailbox {0}. Missed permissions: {1},"User doesn't have access particular functionality of this mailbox. Ask your system administrator to give permissions. Missed permissions you can find in the error message."
90015,No access to envelope,"User doesn't have access to this envelope. Only users who included to the processing flow can watch envelopes"
90017,Envelope role forbidden to change data,"Envelope role can't change data in the envelope. If you want to change data in the envelope set respective role on the template"
90018,Access to account {0} is forbidden,"User doesn't have access to this account. Ask your system administrator to give permissions."
90019,Access to account {0} is forbidden. Missed permissions: {1},"User doesn't have access particular functionality of this account. Ask your system administrator to give permissions. Missed permissions you can find in the error message."
90021,"You don't have enough privilege for this","User doesn't have enough permissions to do this action. Please ask your system administrator to give permissions"
90022,No access to this import task,"User doesn't have access to the import task"
90023,Access to this account is forbidden,Account is inaccessible for you. Ask account owner to give you permissions to account.
90026,No access to attachment,Attahcment is inaccessible for you
90030,"Can't revoke last owner","You can't revoke last owner of the entity"
